dt,l1,geo,clm
2020/1/4 6:15,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104061500_20200104062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104061500_20200104062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104061500_20200104062959_4000M_V0001.NC
2020/1/4 7:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104070000_20200104071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104070000_20200104071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104070000_20200104071459_4000M_V0001.NC
2020/1/4 8:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104080000_20200104081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104080000_20200104081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104080000_20200104081459_4000M_V0001.NC
2020/1/4 8:45,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104084500_20200104085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104084500_20200104085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104084500_20200104085959_4000M_V0001.NC
2020/1/4 9:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104090000_20200104091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104090000_20200104091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104090000_20200104091459_4000M_V0001.NC
2020/1/4 9:15,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104091500_20200104092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104091500_20200104092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104091500_20200104092959_4000M_V0001.NC
2020/1/4 10:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104100000_20200104101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104100000_20200104101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104100000_20200104101459_4000M_V0001.NC
2020/1/4 11:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104110000_20200104111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104110000_20200104111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104110000_20200104111459_4000M_V0001.NC
2020/1/4 11:45,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104114500_20200104115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104114500_20200104115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104114500_20200104115959_4000M_V0001.NC
2020/1/4 12:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104120000_20200104121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104120000_20200104121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104120000_20200104121459_4000M_V0001.NC
2020/1/4 12:15,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104121500_20200104122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104121500_20200104122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104121500_20200104122959_4000M_V0001.NC
2020/1/4 13:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104130000_20200104131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104130000_20200104131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104130000_20200104131459_4000M_V0001.NC
2020/1/4 14:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104140000_20200104141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104140000_20200104141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104140000_20200104141459_4000M_V0001.NC
2020/1/4 14:45,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104144500_20200104145959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104144500_20200104145959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104144500_20200104145959_4000M_V0001.NC
2020/1/4 15:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104150000_20200104151459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104150000_20200104151459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104150000_20200104151459_4000M_V0001.NC
2020/1/4 15:15,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104151500_20200104152959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104151500_20200104152959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104151500_20200104152959_4000M_V0001.NC
2020/1/4 16:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104160000_20200104161459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104160000_20200104161459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104160000_20200104161459_4000M_V0001.NC
2020/1/4 17:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104170000_20200104171459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104170000_20200104171459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104170000_20200104171459_4000M_V0001.NC
2020/1/4 17:45,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104174500_20200104175959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104174500_20200104175959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104174500_20200104175959_4000M_V0001.NC
2020/1/4 18:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104180000_20200104181459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104180000_20200104181459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104180000_20200104181459_4000M_V0001.NC
2020/1/4 18:15,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104181500_20200104182959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104181500_20200104182959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104181500_20200104182959_4000M_V0001.NC
2020/1/4 19:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104190000_20200104191459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104190000_20200104191459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104190000_20200104191459_4000M_V0001.NC
2020/1/4 20:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104200000_20200104201459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104200000_20200104201459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104200000_20200104201459_4000M_V0001.NC
2020/1/4 20:45,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104204500_20200104205959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104204500_20200104205959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104204500_20200104205959_4000M_V0001.NC
2020/1/4 21:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104210000_20200104211459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104210000_20200104211459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104210000_20200104211459_4000M_V0001.NC
2020/1/4 21:15,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104211500_20200104212959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104211500_20200104212959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104211500_20200104212959_4000M_V0001.NC
2020/1/4 22:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104220000_20200104221459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104220000_20200104221459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104220000_20200104221459_4000M_V0001.NC
2020/1/4 23:00,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104230000_20200104231459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104230000_20200104231459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104230000_20200104231459_4000M_V0001.NC
2020/1/4 23:45,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200104234500_20200104235959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200104234500_20200104235959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200104\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200104234500_20200104235959_4000M_V0001.NC
2020/1/5 0:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105000000_20200105001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105000000_20200105001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105000000_20200105001459_4000M_V0001.NC
2020/1/5 0:15,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105001500_20200105002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105001500_20200105002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105001500_20200105002959_4000M_V0001.NC
2020/1/5 1:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105010000_20200105011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105010000_20200105011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105010000_20200105011459_4000M_V0001.NC
2020/1/5 2:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105020000_20200105021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105020000_20200105021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105020000_20200105021459_4000M_V0001.NC
2020/1/5 2:45,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105024500_20200105025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105024500_20200105025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105024500_20200105025959_4000M_V0001.NC
2020/1/5 3:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105030000_20200105031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105030000_20200105031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105030000_20200105031459_4000M_V0001.NC
2020/1/5 3:15,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105031500_20200105032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105031500_20200105032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105031500_20200105032959_4000M_V0001.NC
2020/1/5 4:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105040000_20200105041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105040000_20200105041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105040000_20200105041459_4000M_V0001.NC
2020/1/5 5:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105050000_20200105051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105050000_20200105051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105050000_20200105051459_4000M_V0001.NC
2020/1/5 5:45,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105054500_20200105055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105054500_20200105055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105054500_20200105055959_4000M_V0001.NC
2020/1/5 6:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105060000_20200105061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105060000_20200105061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105060000_20200105061459_4000M_V0001.NC
2020/1/5 6:15,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105061500_20200105062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105061500_20200105062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105061500_20200105062959_4000M_V0001.NC
2020/1/5 7:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105070000_20200105071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105070000_20200105071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105070000_20200105071459_4000M_V0001.NC
2020/1/5 8:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105080000_20200105081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105080000_20200105081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105080000_20200105081459_4000M_V0001.NC
2020/1/5 8:45,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105084500_20200105085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105084500_20200105085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105084500_20200105085959_4000M_V0001.NC
2020/1/5 9:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105090000_20200105091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105090000_20200105091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105090000_20200105091459_4000M_V0001.NC
2020/1/5 9:15,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105091500_20200105092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105091500_20200105092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105091500_20200105092959_4000M_V0001.NC
2020/1/5 10:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105100000_20200105101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105100000_20200105101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105100000_20200105101459_4000M_V0001.NC
2020/1/5 11:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105110000_20200105111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105110000_20200105111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105110000_20200105111459_4000M_V0001.NC
2020/1/5 11:45,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105114500_20200105115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105114500_20200105115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105114500_20200105115959_4000M_V0001.NC
2020/1/5 12:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105120000_20200105121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105120000_20200105121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105120000_20200105121459_4000M_V0001.NC
2020/1/5 12:15,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105121500_20200105122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105121500_20200105122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105121500_20200105122959_4000M_V0001.NC
2020/1/5 13:00,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200105130000_20200105131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200105130000_20200105131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200105\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200105130000_20200105131459_4000M_V0001.NC
